Questionnaire_type,Interviewee_ID,LCAAJ_Location,Normalized_Location,Geonames_Variants,Country,Province,Latitude,Longitude,Interviewer_ID,LCAAJ_Region
Western,52135,Berlin,Berlin,,,,,,SL,"Austria, Czechoslovakia, Germany, Holland"
Western,52155,Schwerin,Schwerin,,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Western,52166,Poznań (Posen),Poznań (Posen),,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Western,52169,Chodziez,Chodziez,,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Eastern,52173,Zagórów,Zagórów,,,,,,AI,Northern Poland
Eastern,52177,Rogozno (Rogasen),Rogozno (Rogasen),,,,,,ML,Northern Poland
Eastern,52180,Koło,Koło,,,,,,MS,Northern Poland
Eastern,52181,Konin,Konin,,,,,,MH,Northern Poland
Eastern,52184,Kleczew,Kleczew,,,,,,MH,Northern Poland
Eastern,52185,Izbica,Izbica,,,,,,MS,Northern Poland
Eastern,52189,Aleksandrów,Aleksandrów,,,,,,AH,Northern Poland
Eastern,52192,Kutno,Kutno,,,,,,AI,Northern Poland
Eastern,52193,Łowicz,Łowicz,,,,,,EG,Northern Poland
Eastern,52195,Gostynin,Gostynin,,,,,,EG,Northern Poland
Eastern,52196,Płock,Płock,,,,,,MS,Northern Poland
Eastern,52197,Lipno,Lipno,,,,,,MS,Northern Poland
Eastern,52198,Sierpc,Sierpc,,,,,,MS,Northern Poland
Eastern,52201,Sochaczew,Sochaczew,,,,,,EG,Northern Poland
Eastern,52202,Błonie,Błonie,,,,,,MH,Northern Poland
Eastern,52205,Zakroczym,Zakroczym,,,,,,MH,Northern Poland
Eastern,52207,Bodzanów,Bodzanów,,,,,,EG,Northern Poland
Eastern,52208,Ciechanów,Ciechanów,,,,,,MH,Northern Poland
Eastern,52210,Rożan,Rożan,,,,,,DG,Northern Poland
Eastern,52211,Warszawa,Warszawa,,,,,,MH,Northern Poland
Eastern,52212,Kolbiel,Kolbiel,,,,,,MH,Northern Poland
Eastern,52213,Kałuszyn,Kałuszyn,,,,,,MH,Northern Poland
Eastern,52214,Radzymin,Radzymin,,,,,,MH,Northern Poland
Eastern,52215,Jadów,Jadów,,,,,,MH,Northern Poland
Eastern,52217,Maków,Maków,,,,,,MH,Northern Poland
Eastern,52219,Brok,Brok,,,,,,MH,Northern Poland
Eastern,52220,Rudka,Rudka,,,,,,MH,Northern Poland
Eastern,52221,Siedlce,Siedlce,,,,,,MH,Northern Poland
Eastern,52223,Losice,Losice,,,,,,MH,Northern Poland
Eastern,52224,Węgrów,Węgrów,,,,,,MH,Northern Poland
Eastern,52225,Drohiczyn nad Bugem,Drohiczyn nad Bugem,,,,,,MH,Northern Poland
Eastern,52228,Jabłonka Kościelna,Jabłonka Kościelna,,,,,,MH,Northern Poland
Eastern,52229,Brańsk,Brańsk,,,,,,MH,Northern Poland
Eastern,52231,Biała Podlaska,Biała Podlaska,,,,,,MH,Northern Poland
Eastern,52233,Brześć,Brześć,,,,,,MH,Northern Poland
Eastern,52235,Kleszczele,Kleszczele,,,,,,MH,Northern Poland
Eastern,52236,Kamieniec- Litewski,Kamieniec- Litewski,,,,,,MH,Northern Poland
Eastern,52237,Bielsk Podlaski,Bielsk Podlaski,,,,,,MH,Northern Poland
Eastern,52242,Kobryń,Kobryń,,,,,,EG,Northern Poland
Eastern,52244,Prużana,Prużana,,,,,,MS,Northern Poland
Eastern,52245,Malecz,Malecz,,,,,,MS,Northern Poland
Eastern,52249,Rożana,Rożana,,,,,,RS,Northern Poland
Eastern,52251,Drohiczyn,Drohiczyn,,,,,,MS,Northern Poland
Eastern,52256,Telechany,Telechany,,,,,,AH,Northern Poland
Eastern,52258,Byteń,Byteń,,,,,,MH,Northern Poland
Eastern,52261,Pińsk,Pińsk,,,,,,MS,Northern Poland
Eastern,52263,Duboy,Duboy,,,,,,MS,Northern Poland
Eastern,52268,Hancewicze,Hancewicze,,,,,,EG,Northern Poland
Eastern,52273,Turov,Turov,,,,,,MS,Northern Poland
Eastern,52278,Starobin,Starobin,,,,,,EG,Northern Poland
Eastern,52279,Yushkavichi,Yushkavichi,,,,,,MS,Northern Poland
Eastern,52282,Petrikov,Petrikov,,,,,,EG,Northern Poland
Eastern,52283,Kopatkevichi,Kopatkevichi,,,,,,MH,Northern Poland
Eastern,52292,Kalinkovichi,Kalinkovichi,,,,,,MS,Northern Poland
Eastern,52294,Ozarichi,Ozarichi,,,,,,MH,Northern Poland
Eastern,52307,Streshin,Streshin,,,,,,RS,Northern Poland
Eastern,52308,Zhlobin,Zhlobin,,,,,,MS,Northern Poland
Eastern,52314,Gomel’,Gomel’,,,,,,RZ,Northern Poland
Eastern,52327,Klintsy,Klintsy,,,,,,MS,Northern Poland
Eastern,52381,Yelets,Yelets,,,,,,EG,Northern Poland
Western,53072,Papenburg,Papenburg,,,,,,SL,"Austria, Czechoslovakia, Germany, Holland"
Western,53074,Emden,Emden,,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Western,53075,Aurich,Aurich,,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Western,53096,Altona,Altona,,,,,,SL,"Austria, Czechoslovakia, Germany, Holland"
Western,53109,Lübeck,Lübeck,,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Western,53145,Stettin,Stettin,,,,,,SL,"Austria, Czechoslovakia, Germany, Holland"
Western,53146,Gollnow,Gollnow,,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Western,53162,Schönlanke,Schönlanke,,,,,,SL,"Austria, Czechoslovakia, Germany, Holland"
Western,53163,Schneidemühl,Schneidemühl,,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Western,53175,Chojnice,Chojnice,,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Western,53181,Bydgoszcz (Bromberg),Bydgoszcz (Bromberg),,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Western,53186,Grudziądz (Graudenz),Grudziądz (Graudenz),,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Eastern,53191,Dobrzyń,Dobrzyń,,,,,,EG,Northern Poland
Western,53192,Brodnica (Strasburg),Brodnica (Strasburg),,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Eastern,53193,Żuromin,Żuromin,,,,,,DG,Northern Poland
Eastern,53202,Mława,Mława,,,,,,MH,Northern Poland
Eastern,53203,Chorzele,Chorzele,,,,,,MH,Northern Poland
Western,53204,Gilgenburg,Gilgenburg,,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Eastern,53211,Krasnosielc,Krasnosielc,,,,,,MH,Northern Poland
Eastern,53212,Ostrołęka,Ostrołęka,,,,,,MH,Northern Poland
Eastern,53215,Myszyniec,Myszyniec,,,,,,MH,Northern Poland
Eastern,53216,Kolno,Kolno,,,,,,MH,Northern Poland
Eastern,53221,Łomża,Łomża,,,,,,MH,Northern Poland
Eastern,53223,Tykocin,Tykocin,,,,,,MS,Northern Belarus
Eastern,53224,Szczuczyn,Szczuczyn,,,,,,MH,Northern Poland
Eastern,53225,Trzcianne,Trzcianne,,,,,,EG,Northern Belarus
Eastern,53228,Grajewo,Grajewo,,,,,,MS,Northern Poland
Eastern,53231,Białystok,Białystok,,,,,,EG,Northern Belarus
Eastern,53235,Sokółka,Sokółka,,,,,,MS,Lithuania
Eastern,53236,Indura,Indura,,,,,,MS,Lithuania
Eastern,53238,Lipsk,Lipsk,,,,,,EG,Lithuania
Eastern,53239,Grodno,Grodno,,,,,,,Lithuania
Eastern,53241,Brzostowica Wielka ,Brzostowica Wielka ,,,,,,MS,Lithuania
Eastern,53243,Zelwa,Zelwa,,,,,,EG,Northern Belarus
Eastern,53248,Ostryna,Ostryna,,,,,,MS,Lithuania
Eastern,53249,Wasiliszki,Wasiliszki,,,,,,MS,Lithuania
Eastern,53251,Kozłowszczyzna,Kozłowszczyzna,,,,,,MS,Northern Belarus
Eastern,53252,Mołczadz,Mołczadz,,,,,,MS,Northern Belarus
Eastern,53255,Dworzec,Dworzec,,,,,,MH,Northern Belarus
Eastern,53257,Lida,Lida,,,,,,RS,Northern Belarus
Eastern,53259,Iwje,Iwje,,,,,,MS,Northern Belarus
Eastern,53261,Lachowicze,Lachowicze,,,,,,MS,Northern Belarus
Eastern,53262,Nieśwież,Nieśwież,,,,,,UW,Northern Belarus
Eastern,53264,Korelcze,Korelcze,,,,,,MS,Northern Belarus
Eastern,53265,Stołpce,Stołpce,,,,,,MA,Northern Belarus
Eastern,53270,Koydanovo,Koydanovo,,,,,,MS,Northern Belarus
Eastern,53271,Romanovo,Romanovo,,,,,,EG,Northern Belarus
Eastern,53272,Slutsk,Slutsk,,,,,,RS,Northern Belarus
Eastern,53274,Uzda,Uzda,,,,,,MS,Northern Belarus
Eastern,53277,Raków,Raków,,,,,,MS,Northern Belarus
Eastern,53278,Samokhvalovichi,Samokhvalovichi,,,,,,MS,Northern Belarus
Eastern,53279,Minsk,Minsk,,,,,,MS,Northern Belarus
Eastern,53282,Nove-Dorogi,Nove-Dorogi,,,,,,MS,Northern Belarus
Eastern,53286,Svisloch,Svisloch,,,,,,MS,Northern Belarus
Eastern,53289,Berezino,Berezino,,,,,,RS,Northern Belarus
Eastern,53291,Bobruysk,Bobruysk,,,,,,MS,Northern Belarus
Eastern,53295,Klichev,Klichev,,,,,,RS,Northern Belarus
Eastern,53306,Gayshin,Gayshin,,,,,,MS,Northern Belarus
Eastern,53309,Chausy,Chausy,,,,,,MS,Northern Belarus
Eastern,53315,Krasnopolye,Krasnopolye,,,,,,RS,Northern Belarus
Eastern,53323,Mglin,Mglin,,,,,,RS,Northern Belarus
Western,54161,Köslin,Köslin,,,,,,ML,"Austria, Czechoslovakia, Germany, Holland"
Western,54181,Danzig,Danzig,,,,,,VB,"Austria, Czechoslovakia, Germany, Holland"
Western,54208,Königsberg,Königsberg,,,,,,SL,"Austria, Czechoslovakia, Germany, Holland"
Eastern,54222,Przerośl,Przerośl,,,,,,MS,Lithuania
Eastern,54226,Virbalis,Virbalis,,,,,,GT,Lithuania
Eastern,54229,Naumiestis,Naumiestis,,,,,,MS,Lithuania
Eastern,54233,Veisiejai,Veisiejai,,,,,,MS,Lithuania
Eastern,54234,Vilkaviškis,Vilkaviškis,,,,,,EG,Lithuania
Eastern,54236,Prienai,Prienai,,Lithuania,Kauno,N 54° 54' 0'',N 54° 54' 0'',MS,Lithuania
Eastern,54239,Kaunas,Kaunas,"Caunas,Couna,Gorad Kaunas,KUN,Kaounas,Kauen,Kauna,Kaunas,Kauno,Kauns,Kauņa,Kawnas,Kaŭno,Kovno,Kowno,...",,,,,MS,Lithuania
Eastern,54241,Liškiava,Liškiava,"Lishkjava,Lishkovo,Lishkyava,Liskevos,Liskiava,Liškevos,Liškiava,Лишкява",Lithuania,,N 54° 6' 0'',E 24° 3' 0'',MS,Lithuania
Eastern,54244,Jieznas,Jieznas,"Eznas,Iyeznas,Jeznas,Jezno,Jieznas,Yeznas,Езнас",Lithuania,,N 54° 36' 0'',E 24° 10' 0'',EG,Lithuania
Eastern,54249,Musninkai,Musninkai,"Musniki,Musniku,Musnikų,Musninkai,Musninkaj,Musninkay,Musninku,Musninkų,Muśniki,Муснинкай",Lithuania,,N 54° 57' 0'',E 24° 51' 0'',MS,Lithuania
Eastern,54253,Traby,Traby,"Traby,Трабы",Belarus,Grodnenskaya,N 54° 9' 31'',E 25° 54' 27'',EG,Lithuania
Eastern,54256,Oszmiana,Oszmiana,"Ashmjany,Ashmyany,Asmena,Ašmena,Oshmjany,Oshmyana,Oshmyany,Oszmiana,Ашмяны,Ошмяны",Belarus,Grodnenskaya,N 54° 25' 15'',E 25° 56' 9'',EG,Lithuania
Eastern,54257,Wilno,Wilno,"Bilna,Bilnious,Gorad Vil'njus,IVilnyusi,VNO,Vil'njus,Vil'no,Vil'nyus,Viln',Vilna,Vilnia,Vilnias,Viln...",Lithuania,Vilnius County,+,E 25° 16' 47'',UW,Lithuania
Eastern,54259,Kiemieliszki,Kiemieliszki,,,,,,MS,Lithuania
Eastern,54260,Wilejka,Wilejka,"Vileika,Vilejka,Vileyka,Vilyeyka,Wilejka,Вилейка,Вілейка",Belarus,Minsk,N 54° 29' 29'',E 26° 54' 39'',MH,Lithuania
Eastern,54262,Wolożyn,Wolożyn,"Valozhyn,Volozhin,Volozhy'n,Volozhy’n,Wolozyn,Wołożyn,Валожын,Воложин",Belarus,Minsk,N 54° 5' 21'',E 26° 31' 35'',EG,Lithuania
Eastern,54265,Smorgonie,Smorgonie,"Smargon',Smarhon',Smarhon’,Smorgon',Smorgone,Smorgonie,Smorgon’,Smurgainys,Смаргонь,Сморгонь",Belarus,Grodnenskaya,N 54° 28' 47'',E 26° 23' 44'',RS,Lithuania
Eastern,54266,Kurzeniec,Kurzeniec,"Kuranec,Kuranyets,Kurenec,Kurenets,Kurzeniec,Kuzhenets,Куранец,Куренец",Belarus,Minsk,N 54° 33' 39'',E 26° 57' 30'',MS,Northern Belarus
Eastern,54271,Radoszkowiczy,Radoszkowiczy,"Radashkovichy,Radoshkoviche,Radoshkovichi,Radoshkovichy,Radoszkowice,Radoszkowicze,Rodoszkowice,Рада...",Belarus,Minsk,N 54° 9' 19'',E 27° 14' 28'',EG,Northern Belarus
Eastern,54273,Logojsk,Logojsk,"Lagojsk,Lahoysk,Logojsk,Logoysk,Лагойск,Логойск",Belarus,Minsk,N 54° 12' 23'',E 27° 51' 4'',EG,Eastern Galicia
Eastern,54278,Budsław,Budsław,,,,,,MS,Lithuania
Eastern,54279,Dokszyce,Dokszyce,,,,,,MS,Lithuania
Eastern,54282,Borisov,Borisov,,,,,,EG,Northern Belarus
Eastern,54284,Zembin,Zembin,,,,,,JM,Northern Belarus
Eastern,54289,Lepel,Lepel,,,,,,EG,Northern Belarus
Eastern,54291,Bobr,Bobr,,,,,,MS,Northern Belarus
Eastern,54292,Sloveni,Sloveni,,,,,,EG,Northern Belarus
Eastern,54297,Chashniki,Chashniki,,,,,,EG,Northern Belarus
Eastern,54301,Shklov,Shklov,,,,,,EG,Northern Belarus
Eastern,54305,Orsha,Orsha,,,,,,MS,Northern Belarus
Eastern,54372,Tula,Tula,,,,,,MA,Northern Belarus
Eastern,55216,Rietavas,Rietavas,,,,,,RS,Lithuania
Eastern,55218,Gargždai,Gargždai,,,,,,EG,Lithuania
Eastern,55221,Tauragè,Tauragè,"Gorad Taurage,Taouranke,Taurage,Taurages,Tauragie,Tauragė,Tauragės,Tauraģe,Taurogen,Tauroggen,Taurog...",Lithuania,Tauragės apskritis,N 55° 15' 8'',E 22° 17' 23'',EG,Lithuania
Eastern,55223,Jurbarkas,Jurbarkas,,,,,,MS,Lithuania
Eastern,55224,Kvédama,Kvédama,,,,,,MS,Lithuania
Eastern,55226,Kražiai,Kražiai,,,,,,EG,Lithuania
Eastern,55233,Kedainiai,Kedainiai,,,,,,EG,Lithuania
Eastern,55236,Krakes,Krakes,,,,,,MS,Lithuania
Eastern,55237,Siauliai,Siauliai,,,,,,AI,Lithuania
Eastern?,55238,not in atlas but in box,not in atlas but in box,,,,,,,
Eastern,55241,Jonava,Jonava,,,,,,MA,Lithuania
Eastern,55244,Ramigala,Ramigala,,,,,,MS,Lithuania
Eastern,55248,Panėvežys,Panėvežys,,,,,,EG,Lithuania
Eastern,55249,Kupiškis,Kupiškis,,,,,,RS,Lithuania
Eastern,55252,Molėtai,Molėtai,,,,,,EG,Lithuania
Eastern,55254,Anykščiai,Anykščiai,,,,,,AI,Lithuania
Eastern,55257,Šimonys,Šimonys,,,,,,MA,Lithuania
Eastern,55258,Rokiškis,Rokiškis,,,,,,EG,Lithuania
Eastern,55261,Święcjany Švenčionys,Święcjany Švenčionys,,,,,,MS,Lithuania
Eastern,55263,Postawy,Postawy,,,,,,RS,Lithuania
Eastern,55267,Zarasai (Novo-Aleksandrovsk),Zarasai (Novo-Aleksandrovsk),,,,,,MS,Lithuania
Eastern,55268,Daugavpils (Dünaburg),Daugavpils (Dünaburg),,,,,,RS,Lithuania
Eastern,55271,Dunilowicze,Dunilowicze,,,,,,MA,Lithuania
Eastern,55273,Głębokie,Głębokie,,,,,,MH,Lithuania
Eastern,55277,Krāslava,Krāslava,,,,,,RS,Lithuania
Eastern,55277A,Krāslava,Krāslava,,,,,,RS?,Lithuania
Eastern,55281,Kublichi,Kublichi,,,,,,MS,Northern Belarus
Eastern,55286,Polotsk,Polotsk,,,,,,MA,Northern Belarus
Eastern,55292,Beshenkovichi,Beshenkovichi,,,,,,MS,Northern Belarus
Eastern,55301,Vitebsk,Vitebsk,,,,,,RS,Northern Belarus
Eastern,55303,Kolyshki,Kolyshki,,,,,,UW,Northern Belarus
Eastern,55311,Mikulino,Mikulino,,,,,,EG,Northern Belarus
Eastern,55329,Belyy,Belyy,,,,,,MS,Northern Belarus
Eastern,56214,Liepāja,Liepāja,,,,,,MS,Lithuania
Eastern,56221,Alsėdžiai,Alsėdžiai,,,,,,,Lithuania
Eastern,56223,Kuršėnai,Kuršėnai,,,,,,EG,Lithuania
Eastern,56225,Saldus (Frauenburg),Saldus (Frauenburg),,,,,,EG,Courland
Eastern,56227,Jaunmuiža (Neuhof),Jaunmuiža (Neuhof),,,,,,GT,Lithuania
Eastern,56243,Biržai,Biržai,,,,,,MS,Lithuania
Eastern,56244,"(near Janiszlei, Linkový, Zejmele)","(near Janiszlei, Linkový, Zejmele)",,,,,,UW,Lithuania
Eastern,56247,Sarkan-Daugava,Sarkan-Daugava,,,,,,MH,Courland
Eastern,56251,Pandėlys,Pandėlys,,,,,,RS,Northern Belarus
Eastern,56253,Subata,Subata,,,,,,MS,Northern Belarus
Eastern,56254,Jaunjelgava,Jaunjelgava,,,,,,UW,Northern Belarus
Eastern,56256,Krustpils (Kreuzburg),Krustpils (Kreuzburg),,,,,,UW,Northern Belarus
Eastern,56266,Viļāni,Viļāni,,,,,,EG,Northern Belarus
Eastern,56274,Rezekne,Rezekne,,,,,,GT,Northern Belarus
Eastern,56276,Ludza,Ludza,,,,,,MS,Northern Belarus
Eastern,56281,Osveya,Osveya,,,,,,MS,Northern Belarus
Eastern,56293,Nevel’,Nevel’,,,,,,MS,Northern Belarus
Eastern,57212,Piltene,Piltene,,,,,,UW,Courland
Eastern,57222,Talsi,Talsi,,,,,,UW,Courland
Eastern,57401,Yaroslav,Yaroslav,,,,,,RS,Northern Belarus
Eastern,58265,Tartu (Dorpat),Tartu (Dorpat),,,,,,EG,Courland
