md5,filename,path
b6601fa7c90225a3c0e3c2bcf785f3c1  ,LCAAJ_87_AnsSheet_48223_001A.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box087/TIFFs/LCAAJ_87_AnsSheet_48223/LCAAJ_87_AnsSheet_48223_001A.tif
6e4caffa618927e1dd7334e4b674265c  ,LCAAJ_84_AnsSheet_47302_00B.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box084/TIFFs/LCAAJ_84_AnsSheet_47302/LCAAJ_84_AnsSheet_47302_00B.tif
9b6a8e9b698c20a66c28fc58c3862e0a  ,LCAAJ_84_AnsSheet_47302_00C.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box084/TIFFs/LCAAJ_84_AnsSheet_47302/LCAAJ_84_AnsSheet_47302_00C.tif
385b85d43daf5c06065850b55d7511f6  ,LCAAJ_81_AnsSheet_47267_001.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box081/TIFFs/LCAAJ_81_AnsSheet_47267/LCAAJ_81_AnsSheet_47267_001.tif
c32a571033a8ab91703b5c02ef98b405  ,LCAAJ_77_AnsSheet_47075_XXX_001.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box077/TIFFs/LCAAJ_77_AnsSheet_47075/LCAAJ_77_AnsSheet_47075_XXX_001.tif
4b44e86f5964431d9c5dda5b7d660cfe  ,LCAAJ_77_AnsSheet_46338_064A.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box077/TIFFs/LCAAJ_77_AnsSheet_46338/LCAAJ_77_AnsSheet_46338_064A.tif
2d7353695d60d0ffd0a2f40fd80d3dec  ,LCAAJ_90_AnsSheet_48261_169A.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box090/TIFFS/LCAAJ_90_AnsSheet_48261/LCAAJ_90_AnsSheet_48261_169A.tif
9a494772b693dfe6e472d86008127409  ,LCAAJ_90_AnsSheet_48261_175.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box090/TIFFS/LCAAJ_90_AnsSheet_48261/LCAAJ_90_AnsSheet_48261_175.tif
795b63afc696d52025fbad00d84df84f  ,LCAAJ_82_AnsSheet_47283_221.tif,/Columbia_LCAAJ_14-003_Shipment001/LCAAJ_Box082/TIFFs/LCAAJ_82_AnsSheet_47283/LCAAJ_82_AnsSheet_47283_221.tif
7862d6ab0318d8d608f1acbd25b45082  ,LCAAJ_111_AnsSheet_50206_002A.tif,/Columbia_LCAAJ_14-003_Shipment004/LCAAJ_Box111/TIFFS/LCAAJ_111_AnsSheet_50206/LCAAJ_111_AnsSheet_50206_002A.tif
8b874cf69a7c0887ca48e63c827f22c5  ,LCAAJ_176_AnsSheet_47084_00A.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box176/TIFFS/LCAAJ_176_AnsSheet_47084/LCAAJ_176_AnsSheet_47084_00A.tif
5e503d3331c551ad7e7e16ed311b883b  ,LCAAJ_176_AnsSheet_49079_237B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box176/TIFFS/LCAAJ_176_AnsSheet_49079/LCAAJ_176_AnsSheet_49079_237B.tif
726ab3d60e4c46396353a632ce105863  ,LCAAJ_176_AnsSheet_48177_237B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box176/TIFFS/LCAAJ_176_AnsSheet_48177/LCAAJ_176_AnsSheet_48177_237B.tif
f144566fdbd2f4bbafa2d95a4d9083c0  ,LCAAJ_169_AnsSheet_56274A_018A.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box169/TIFFS/LCAAJ_169_AnsSheet_56274A/LCAAJ_169_AnsSheet_56274A_018A.tif
f4375662af46dcb802991f040d901858  ,LCAAJ_173_AnsSheet_43259_00B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box173/TIFFS/LCAAJ_173_AnsSheet_43259/LCAAJ_173_AnsSheet_43259_00B.tif
ed4c3559a8cbe7952261955c7f5fbca7  ,LCAAJ_179_AnsSheet_51099_002.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box179/TIFFS/LCAAJ_179_AnsSheet_51099/LCAAJ_179_AnsSheet_51099_002.tif
1a89b9752b94b4db4f6ec223c411dad4  ,LCAAJ_180_AnsSheet_52046_237A.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box180/TIFFS/LCAAJ_180_AnsSheet_52046/LCAAJ_180_AnsSheet_52046_237A.tif
60cf048919a0bb1c93daaaf03e83b5f9  ,LCAAJ_180_AnsSheet_51168_237B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box180/TIFFS/LCAAJ_180_AnsSheet_51168/LCAAJ_180_AnsSheet_51168_237B.tif
47311c067f6d9d2bbe81f2dd43c358de  ,LCAAJ_177_AnsSheet_49103_009.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box177/TIFFS/LCAAJ_177_AnsSheet_49103/LCAAJ_177_AnsSheet_49103_009.tif
2f97dcb34c113daa57415bbf4bb9d83e  ,LCAAJ_177_AnsSheet_49175_237B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box177/TIFFS/LCAAJ_177_AnsSheet_49175/LCAAJ_177_AnsSheet_49175_237B.tif
8a9fc6ce32233eaf7b618336e17df30f  ,LCAAJ_178_AnsSheet_50069_237B.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box178/TIFFS/LCAAJ_178_AnsSheet_50069/LCAAJ_178_AnsSheet_50069_237B.tif
f05836b0caf35bfa533789c9563b8209  ,LCAAJ_181_AnsSheet_53075A_237A.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box181/TIFFS/LCAAJ_181_AnsSheet_53075A/LCAAJ_181_AnsSheet_53075A_237A.tif
769106bde3c3c562829b36171fea20a6  ,LCAAJ_162_AnsSheet_55249_132.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box162/TIFFS/LCAAJ_162_AnsSheet_55249/LCAAJ_162_AnsSheet_55249_132.tif
a3057f5f3b59ae79304006e299138dc2  ,LCAAJ_164_AnsSheet_55268_167.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_167.tif
894090654222471ebf1535c540146b20  ,LCAAJ_164_AnsSheet_55268_151.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_151.tif
f76fc564e0c60da7baf3979f2e2bf399  ,LCAAJ_164_AnsSheet_55268_119.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_119.tif
3b7f1129a61c0890bedf8428f6f1b982  ,LCAAJ_164_AnsSheet_55268_150.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_150.tif
e39eba5e2f45cb0ab9a55aa10ed8ffa5  ,LCAAJ_164_AnsSheet_55268_070.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_070.tif
a733c261b1338194bb0469a8208dbe72  ,LCAAJ_164_AnsSheet_55268_191.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55268/LCAAJ_164_AnsSheet_55268_191.tif
ca142b2941c62c6d06e414ed2354c549  ,LCAAJ_164_AnsSheet_55277_213.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55277/LCAAJ_164_AnsSheet_55277_213.tif
febdb10247414b7d72bfdcb3c4c1c7b9  ,LCAAJ_164_AnsSheet_55277_018.tif,/Columbia_LCAAJ_14-003_Shipment006_part2/LCAAJ_Box164/TIFFS/LCAAJ_164_AnsSheet_55277/LCAAJ_164_AnsSheet_55277_018.tif
4fb5c96c5add0d0a1ac87afe5c12b0b6  ,LCAAJ_98_AnsSheet_49229_001.tif,/LCAAJ Redacted Images/LCAAJ_98_AnsSheet_49229_001.tif
770e5de0616aa9b010b5d75d628167ef  ,LCAAJ_95_AnsSheet_48297_058.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_058.tif
4d1954458fe5bb8fc184514a5016a0cf  ,LCAAJ_147_AnsSheet_52249_048.tif,/LCAAJ Redacted Images/LCAAJ_147_AnsSheet_52249_048.tif
b8405cf5f3bdb5544caf66b5b36c9058  ,LCAAJ_174_AnsSheet_50206A_203F.tif,/LCAAJ Redacted Images/LCAAJ_174_AnsSheet_50206A_203F.tif
55e72cab3d5981407c0f1126e80b225d  ,LCAAJ_94_AnsSheet_48292_00B.tif,/LCAAJ Redacted Images/LCAAJ_94_AnsSheet_48292_00B.tif
7065c743cf4272536c9fc7fcfb3d8f82  ,LCAAJ_96_AnsSheet_49061_00D.tif,/LCAAJ Redacted Images/LCAAJ_96_AnsSheet_49061_00D.tif
9a872120b04ebea65bee671fe62631df  ,LCAAJ_95_AnsSheet_48297_064.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_064.tif
ca539c75161530e061899fdf88fc166d  ,LCAAJ_95_AnsSheet_48297_035.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_035.tif
9a402ac3025e19ae6d48493efc21d6d5  ,LCAAJ_95_AnsSheet_48297_028.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_028.tif
e4a13f529e198818318eadf2d61bbefe  ,LCAAJ_95_AnsSheet_48297_059.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_059.tif
affe14f92b60eddacd70ffd4c1a67346  ,LCAAJ_95_AnsSheet_48297_033.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_033.tif
7ff9afd13b93bb51abc996ff15da2088  ,LCAAJ_95_AnsSheet_48297_023.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_023.tif
f144566fdbd2f4bbafa2d95a4d9083c0  ,LCAAJ_169_AnsSheet_56274A_018A.tif,/LCAAJ Redacted Images/LCAAJ_169_AnsSheet_56274A_018A.tif
281d8ab76d8ed1781aa0cbc7d4890481  ,LCAAJ_77_AnsSheet_47075_XXX_001.tif,/LCAAJ Redacted Images/LCAAJ_77_AnsSheet_47075_XXX_001.tif
214f6dd18ce64d5aa8c9140835dc2692  ,LCAAJ_95_AnsSheet_48297_063.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_063.tif
39934054d07b018317f7d7e45e35a307  ,LCAAJ_95_AnsSheet_48297_048.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_048.tif
8d9719b79134e674946bba0b9960c0a8  ,LCAAJ_95_AnsSheet_48297_067.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_067.tif
a598dd5599b2afa043a1f937c535d2aa  ,LCAAJ_125_AnsSheet_51222_00B.tif,/LCAAJ Redacted Images/LCAAJ_125_AnsSheet_51222_00B.tif
d1a63481366851f2bd605330d316c6f7  ,LCAAJ_95_AnsSheet_48297_060.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_060.tif
a0ffa8c2529cdfc049b595c4fca78953  ,LCAAJ_95_AnsSheet_48297_044.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_044.tif
32573a2d0c0f24a290f67e9c451e6430  ,LCAAJ_95_AnsSheet_48297_027.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_027.tif
3130c89b46d67216d7cd50c2e679d46f  ,LCAAJ_95_AnsSheet_48297_051.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_051.tif
992b0ce29d46023576f2834c883f3d3d  ,LCAAJ_147_AnsSheet_52249_173.tif,/LCAAJ Redacted Images/LCAAJ_147_AnsSheet_52249_173.tif
06770bf2cd5df6a6734836452093539d  ,LCAAJ_95_AnsSheet_48297_042.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_042.tif
bd151cc0d4bad70b56f1b34004c52380  ,LCAAJ_95_AnsSheet_48297_049.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_049.tif
8a9fc6ce32233eaf7b618336e17df30f  ,LCAAJ_178_AnsSheet_50069_237B.tif,/LCAAJ Redacted Images/LCAAJ_178_AnsSheet_50069_237B.tif
facf462362715f061d7bada2e81570f6  ,LCAAJ_147_AnsSheet_52258_001A.tif,/LCAAJ Redacted Images/LCAAJ_147_AnsSheet_52258_001A.tif
7a5240846730c99bf62dfb2c15e3c72f  ,LCAAJ_95_AnsSheet_48297_043.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_043.tif
73bce72e4c7ffbeccea495c04dc9316b  ,LCAAJ_123_AnsSheet_51202_221.tif,/LCAAJ Redacted Images/LCAAJ_123_AnsSheet_51202_221.tif
bbb7f7d3ed8f9b4970a6163ec68f4688  ,LCAAJ_164_AnsSheet_55268_167.tif,/LCAAJ Redacted Images/LCAAJ_164_AnsSheet_55268_167.tif
479acfb4379af9be0aa9969b55ba4a35  ,LCAAJ_95_AnsSheet_48309_00B.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48309_00B.tif
32c9611419bb270f89023f6c7b65164c  ,LCAAJ_95_AnsSheet_48297_040.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_040.tif
64f0e230c7a9c9a3447f8dea3bb1d1cf  ,LCAAJ_95_AnsSheet_48297_062.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_062.tif
a741c6be886beedf84bc60157df687c6  ,LCAAJ_150_AnsSheet_52307A_006A.tif,/LCAAJ Redacted Images/LCAAJ_150_AnsSheet_52307A_006A.tif
60cf048919a0bb1c93daaaf03e83b5f9  ,LCAAJ_180_AnsSheet_51168_237B.tif,/LCAAJ Redacted Images/LCAAJ_180_AnsSheet_51168_237B.tif
db164cfd63b393252209e7feebc03a3d  ,LCAAJ_164_AnsSheet_55268_151.tif,/LCAAJ Redacted Images/LCAAJ_164_AnsSheet_55268_151.tif
84bbc89db4f533d6d9a04098c7cfe125  ,LCAAJ_95_AnsSheet_48297_065.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_065.tif
146e9a77621dcd275dbffcef2bd54705  ,LCAAJ_147_AnsSheet_52249_109.tif,/LCAAJ Redacted Images/LCAAJ_147_AnsSheet_52249_109.tif
c97d7247ae499bd16530ba697c853a47  ,LCAAJ_95_AnsSheet_48297_057.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_057.tif
9676e47b2b6403b5454c3e2983c2a3ec  ,LCAAJ_95_AnsSheet_48297_061.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_061.tif
a648a7be11a1598e02a931ddde9669de  ,LCAAJ_95_AnsSheet_48297_041.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_041.tif
1c8ca7c9eda52470d7b07822b5e45b7b  ,LCAAJ_95_AnsSheet_48297_055.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_055.tif
86a252e548fd2eb476d7c52ea5aaa0ee  ,LCAAJ_158_AnsSheet_54284_139.tif,/LCAAJ Redacted Images/LCAAJ_158_AnsSheet_54284_139.tif
13b307cdd7801068dc4f477ce240b10f  ,LCAAJ_147_AnsSheet_52249_124.tif,/LCAAJ Redacted Images/LCAAJ_147_AnsSheet_52249_124.tif
3541f0b90009a245002edc92efef11b9  ,LCAAJ_95_AnsSheet_48297_053.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_053.tif
315b27330bd41d268410f987d1728422  ,LCAAJ_106_AnsSheet_49288_221.tif,/LCAAJ Redacted Images/LCAAJ_106_AnsSheet_49288_221.tif
2baddace8dd96d7d620f1b3f89c852f5  ,LCAAJ_162_AnsSheet_55249_132.tif,/LCAAJ Redacted Images/LCAAJ_162_AnsSheet_55249_132.tif
6e4caffa618927e1dd7334e4b674265c  ,LCAAJ_84_AnsSheet_47302_00B.tif,/LCAAJ Redacted Images/LCAAJ_84_AnsSheet_47302_00B.tif
5f618995b1df73b570d6c38b061b5624  ,LCAAJ_87_AnsSheet_48223_001A.tif,/LCAAJ Redacted Images/LCAAJ_87_AnsSheet_48223_001A.tif
2ba7e0a4fa7e9ca7d02d1981b3af44da  ,LCAAJ_176_AnsSheet_49079_237B.tif,/LCAAJ Redacted Images/LCAAJ_176_AnsSheet_49079_237B.tif
9367133c5507046b29f2ef188a049578  ,LCAAJ_164_AnsSheet_55268_119.tif,/LCAAJ Redacted Images/LCAAJ_164_AnsSheet_55268_119.tif
569d0b13e2c518509208684786eb5f82  ,LCAAJ_95_AnsSheet_48297_038.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_038.tif
64666ae2c99d8dc21af4ceb1e8b7713a  ,LCAAJ_95_AnsSheet_48297_030.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_030.tif
d8a2a966c3a0033af7897a4a0a3d08c7  ,LCAAJ_164_AnsSheet_55268_150.tif,/LCAAJ Redacted Images/LCAAJ_164_AnsSheet_55268_150.tif
e26715d9f40c945f9dacc7d46fc8698c  ,LCAAJ_164_AnsSheet_55268_070.tif,/LCAAJ Redacted Images/LCAAJ_164_AnsSheet_55268_070.tif
c0da13a005938c769c600aa16ccc0a2e  ,LCAAJ_107_AnsSheet_49296_002A.tif,/LCAAJ Redacted Images/LCAAJ_107_AnsSheet_49296_002A.tif
75b40413f48dbf4d1cff95d294584775  ,LCAAJ_95_AnsSheet_48297_054.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_054.tif
4fd87d0f8f4ddcefc1411958f8e7772b  ,LCAAJ_95_AnsSheet_48297_045.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_045.tif
32a749cda2608556ab24c3e0e55b2e00  ,LCAAJ_164_AnsSheet_55277_213.tif,/LCAAJ Redacted Images/LCAAJ_164_AnsSheet_55277_213.tif
b6d1278bbde69e96f3542b06cc2e80dc  ,LCAAJ_164_AnsSheet_55277_018.tif,/LCAAJ Redacted Images/LCAAJ_164_AnsSheet_55277_018.tif
b2e63209525b7710fd756e1eaaf50e0b  ,LCAAJ_164_AnsSheet_55268_191.tif,/LCAAJ Redacted Images/LCAAJ_164_AnsSheet_55268_191.tif
aa94db98a0be4349bc0cdc4620735ad7  ,LCAAJ_90_AnsSheet_48261_169A.tif,/LCAAJ Redacted Images/LCAAJ_90_AnsSheet_48261_169A.tif
0cbd378af3cd7ec218116e611d978544  ,LCAAJ_133_AnsSheet_52196A_062A.tif,/LCAAJ Redacted Images/LCAAJ_133_AnsSheet_52196A_062A.tif
d17bc6b31c4fc7f5773caae8be777510  ,LCAAJ_95_AnsSheet_48297_047.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_047.tif
409e457eed0fbef3c533d21e2070c958  ,LCAAJ_95_AnsSheet_48297_032.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_032.tif
1b4b90f1b47b5a7a8effe390efdd17da  ,LCAAJ_77_AnsSheet_46338_064A.tif,/LCAAJ Redacted Images/LCAAJ_77_AnsSheet_46338_064A.tif
9e03dc0d98961d2a4ea259eb3ff49a77  ,LCAAJ_95_AnsSheet_48297_068.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_068.tif
1a89b9752b94b4db4f6ec223c411dad4  ,LCAAJ_180_AnsSheet_52046_237A.tif,/LCAAJ Redacted Images/LCAAJ_180_AnsSheet_52046_237A.tif
9b6a8e9b698c20a66c28fc58c3862e0a  ,LCAAJ_84_AnsSheet_47302_00C.tif,/LCAAJ Redacted Images/LCAAJ_84_AnsSheet_47302_00C.tif
9de2f4010d83da89e792133719d4ff82  ,LCAAJ_95_AnsSheet_48297_050.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_050.tif
52a7858a0ef9e195032641373ed245a1  ,LCAAJ_95_AnsSheet_48297_034.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_034.tif
8b7e2df30f241e6e26d1af2c03407812  ,LCAAJ_95_AnsSheet_48297_026.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_026.tif
bece8c66494c8c03ac39946a3495a4b5  ,LCAAJ_176_AnsSheet_48177_237B.tif,/LCAAJ Redacted Images/LCAAJ_176_AnsSheet_48177_237B.tif
b154f17b9ae5d5d6f56f3a174aaa09e5  ,LCAAJ_95_AnsSheet_48297_069.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_069.tif
8125bcbd728e83cda692c2d02dad6025  ,LCAAJ_179_AnsSheet_51099_002.tif,/LCAAJ Redacted Images/LCAAJ_179_AnsSheet_51099_002.tif
b8e6bc07d10fc034bf62f4553575095d  ,LCAAJ_150_AnsSheet_52307A_220B.tif,/LCAAJ Redacted Images/LCAAJ_150_AnsSheet_52307A_220B.tif
9b143a5ee5d64a71e70e7b01b45865b1  ,LCAAJ_95_AnsSheet_48297_037.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_037.tif
633f0a5959b7343773fda06d0c091155  ,LCAAJ_111_AnsSheet_50206_002A.tif,/LCAAJ Redacted Images/LCAAJ_111_AnsSheet_50206_002A.tif
47311c067f6d9d2bbe81f2dd43c358de  ,LCAAJ_177_AnsSheet_49103_009.tif,/LCAAJ Redacted Images/LCAAJ_177_AnsSheet_49103_009.tif
6c040d59221870c7cc527330ee0e78e8  ,LCAAJ_98_AnsSheet_49224_163A.tif,/LCAAJ Redacted Images/LCAAJ_98_AnsSheet_49224_163A.tif
6abcf9eaca4129ac08b508d0316b61c7  ,LCAAJ_176_AnsSheet_47084_00A.tif,/LCAAJ Redacted Images/LCAAJ_176_AnsSheet_47084_00A.tif
f1c24a34977b2634f42857bf313266df  ,LCAAJ_95_AnsSheet_48297_036.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_036.tif
f19322ba676a21f41ebb976bef8fe193  ,LCAAJ_95_AnsSheet_48302_00B.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48302_00B.tif
854c71de4c9b47e05f4ebe809ad1c968  ,LCAAJ_173_AnsSheet_43259_00B.tif,/LCAAJ Redacted Images/LCAAJ_173_AnsSheet_43259_00B.tif
2ab103fe54ce27c88499d0ff50834ace  ,LCAAJ_155_AnsSheet_54239_00B.tif,/LCAAJ Redacted Images/LCAAJ_155_AnsSheet_54239_00B.tif
795b63afc696d52025fbad00d84df84f  ,LCAAJ_82_AnsSheet_47283_221.tif,/LCAAJ Redacted Images/LCAAJ_82_AnsSheet_47283_221.tif
2f97dcb34c113daa57415bbf4bb9d83e  ,LCAAJ_177_AnsSheet_49175_237B.tif,/LCAAJ Redacted Images/LCAAJ_177_AnsSheet_49175_237B.tif
e6274a1790cdf92580fb37cd130ddc53  ,LCAAJ_81_AnsSheet_47267_001.tif,/LCAAJ Redacted Images/LCAAJ_81_AnsSheet_47267_001.tif
0f25d53509cf65d015233d4077df0890  ,LCAAJ_95_AnsSheet_48297_029.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_029.tif
c93fc332b018b41a26fcc9742fe19246  ,LCAAJ_95_AnsSheet_48297_025.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_025.tif
04487c31bac4610ed3f35ce5ebe82a7d  ,LCAAJ_95_AnsSheet_48297_024.tif,/LCAAJ Redacted Images/LCAAJ_95_AnsSheet_48297_024.tif
